amenity,x_meters,y_meters,latitude,longitude,kmeans_cluster,dbscan_cluster
restaurant,-9354265.544124888,4290845.743670647,35.9289234,-84.0307971,0,-1
shelter,-9343930.08600219,4292955.565821399,35.9442689,-83.9379521,3,0
bicycle_repair_station,-9343719.948199417,4293986.324836867,35.9517649,-83.9360644,3,0
waste_disposal,-9366831.165794194,4287435.078758938,35.9041101,-84.143676,2,7
waste_disposal,-9366827.94866091,4287432.783652427,35.9040934,-84.1436471,2,7
dentist,-9359375.464974672,4281350.445969899,35.8598238,-84.0767003,2,10
restaurant,-9368422.233012205,4286942.287898674,35.9005243,-84.1579688,2,7
fast_food,-9347889.87613699,4293750.435202656,35.9500495,-83.9735235,0,5
restaurant,-9347955.955386726,4293720.251490015,35.94983,-83.9741171,0,5
place_of_worship,-9349483.281064307,4292046.2524378225,35.9376555,-83.9878373,0,5
fast_food,-9360262.169246636,4288602.017615376,35.9126007,-84.0846657,2,3
parking,-9357275.500704499,4290713.301391061,35.92796,-84.057836,0,-1
events_venue,-9352322.918823006,4290698.4405716555,35.9278519,-84.0133462,0,-1
loading_dock,-9344298.520120867,4293869.9332754435,35.9509185,-83.9412618,3,0
parking_entrance,-9342055.298797993,4296063.252041246,35.9668668,-83.9211106,3,0
parking_entrance,-9341959.630827604,4296114.018429862,35.9672359,-83.9202512,3,0
parking_entrance,-9341980.514364079,4296158.224305365,35.9675573,-83.9204388,3,0
loading_dock,-9339923.875639724,4291389.442049955,35.9328782,-83.9019637,3,2
restaurant,-9342034.05903915,4296091.791772641,35.9670743,-83.9209198,3,0
place_of_worship,-9349697.27052146,4304281.640584902,36.0265966,-83.9897596,4,-1
fast_food,-9358119.769986574,4290324.947148786,35.925135,-84.0654202,0,-1
parking_entrance,-9342235.736560619,4295119.777620613,35.9600069,-83.9227315,3,0
loading_dock,-9342390.793479346,4295659.453826422,35.9639309,-83.9241244,3,0
recycling,-9360473.95457787,4289882.790085183,35.9219185,-84.0865682,2,3
cafe,-9355649.200867655,4290451.088584117,35.9260526,-84.0432267,0,11
bar,-9342208.240646394,4297273.732625088,35.9756672,-83.9224845,3,0
toilets,-9342638.201047635,4297432.886114629,35.9768242,-83.9263469,3,0
cafe,-9368581.230640905,4286671.343520713,35.8985527,-84.1593971,2,7
restaurant,-9368509.073346972,4286680.743182232,35.8986211,-84.1587489,2,7
restaurant,-9340114.031593896,4295023.782980294,35.9593089,-83.9036719,3,-1
veterinary,-9340195.26142633,4295059.127613079,35.9595659,-83.9044016,3,0
parking,-9338433.240866307,4295968.074298449,35.9661748,-83.8885731,3,-1
bank,-9342409.038743887,4303941.869485014,36.0241281,-83.9242883,1,1
restaurant,-9343219.043886695,4305502.660838464,36.0354669,-83.9315647,1,1
loading_dock,-9326714.98316092,4300806.305947515,36.001344,-83.7833062,1,-1
restaurant,-9341456.021451257,4294998.587965972,35.9591257,-83.9157272,3,0
parking_entrance,-9342859.726834314,4294652.231206618,35.9566072,-83.9283369,3,0
parking_entrance,-9342356.629527621,4294160.887013835,35.9530343,-83.9238175,3,0
loading_dock,-9359757.502335124,4281767.256844273,35.8628583,-84.0801322,2,-1
bar,-9342320.86257523,4297355.74383803,35.9762634,-83.9234962,3,0
events_venue,-9342288.490867307,4297477.22116249,35.9771465,-83.9232054,3,0
restaurant,-9343281.88373925,4294561.439016298,35.955947,-83.9321292,3,0
bar,-9343349.610517446,4294673.024677818,35.9567584,-83.9327376,3,0
restaurant,-9343319.910477305,4294506.829295793,35.9555499,-83.9324708,3,0
university,-9343605.27799195,4294048.344006568,35.9522159,-83.9350343,3,0
bar,-9343586.854616225,4294537.565279475,35.9557734,-83.9348688,3,0
restaurant,-9343580.186578726,4294539.559339586,35.9557879,-83.9348089,3,0
bank,-9343602.87349095,4294486.668738063,35.9554033,-83.9350127,3,0
restaurant,-9343656.67420085,4294451.738528803,35.9551493,-83.935496,3,0
bar,-9343666.537107734,4294448.781843018,35.9551278,-83.9355846,3,0
fast_food,-9343863.550342541,4294360.906758465,35.9544888,-83.9373544,3,0
waste_basket,-9341660.481959997,4294933.964121648,35.9586558,-83.9175639,3,0
waste_basket,-9343670.110463388,4294250.54821086,35.9536863,-83.9356167,3,0
waste_basket,-9343500.593142807,4294669.572848826,35.9567333,-83.9340939,3,0
waste_basket,-9343476.370021611,4294708.299407498,35.9570149,-83.9338763,3,0
waste_basket,-9343424.049860941,4294732.861138779,35.9571935,-83.9334063,3,0
waste_basket,-9344545.359959751,4294710.541041366,35.9570312,-83.9434792,3,0
bar,-9341810.095355622,4295930.31977461,35.9659003,-83.9189079,3,0
bar,-9341779.360044215,4295771.738454032,35.9647473,-83.9186318,3,0
restaurant,-9341738.383339653,4295781.269772421,35.9648166,-83.9182637,3,0
cafe,-9341670.656561455,4295737.7393604675,35.9645001,-83.9176553,3,0
bar,-9341803.82806829,4295920.320693194,35.9658276,-83.9188516,3,0
bar,-9341948.632461915,4296420.299796971,35.9694627,-83.9201524,3,0
bar,-9341960.042709721,4296232.579709068,35.9680979,-83.9202549,3,0
restaurant,-9340026.311835151,4295140.063129549,35.9601544,-83.9028839,3,-1
restaurant,-9341736.50204026,4296420.712432625,35.9694657,-83.9182468,3,0
cafe,-9342019.665428989,4295697.248669452,35.9642057,-83.9207905,3,0
cafe,-9341680.018530631,4296273.168676437,35.968393,-83.9177394,3,0
parking,-9345953.117372273,4288291.764531095,35.9103434,-83.9561253,0,-1
cafe,-9341967.779414332,4296239.044224381,35.9681449,-83.9203244,3,0
events_venue,-9341932.335288463,4296453.8471269095,35.9697066,-83.920006,3,0
bar,-9341914.746808918,4296458.509925128,35.9697405,-83.919848,3,0
parking,-9341824.177271208,4296556.319112696,35.9704516,-83.9190344,3,0
bar,-9341769.319026146,4296618.944414446,35.9709069,-83.9185416,3,0
restaurant,-9341735.16620637,4296607.032787396,35.9708203,-83.9182348,3,0
bar,-9341734.130935106,4296543.898631241,35.9703613,-83.9182255,3,0
bar,-9341726.884036254,4296533.032440954,35.9702823,-83.9181604,3,0
bar,-9341731.54832292,4296529.923887252,35.9702597,-83.9182023,3,0
restaurant,-9341701.013386596,4296478.687898026,35.9698872,-83.917928,3,0
bicycle_parking,-9341724.41274356,4296508.7554854825,35.9701058,-83.9181382,3,0
restaurant,-9341731.114176905,4296499.237283193,35.9700366,-83.9181984,3,0
bar,-9341767.248483615,4296518.026112498,35.9701732,-83.918523,3,0
parking,-9342186.422026198,4296644.08816895,35.9710897,-83.9222885,3,0
parking,-9342114.342655908,4296702.958894108,35.9715177,-83.921641,3,0
restaurant,-9341886.716561135,4296734.801487103,35.9717492,-83.9195962,3,0
restaurant,-9342008.700459149,4296627.940039839,35.9709723,-83.920692,3,0
events_venue,-9341983.519990329,4296650.305342608,35.9711349,-83.9204658,3,0
bar,-9341802.5144983,4296601.640923559,35.9707811,-83.9188398,3,0
restaurant,-9341796.536641644,4296596.868025916,35.9707464,-83.9187861,3,0
restaurant,-9341685.12809526,4296594.460945766,35.9707289,-83.9177853,3,0
restaurant,-9341713.258530581,4296459.3627085,35.9697467,-83.918038,3,0
restaurant,-9341786.428831879,4296497.009034729,35.9700204,-83.9186953,3,0
bar,-9341792.395556586,4296488.054781621,35.9699553,-83.9187489,3,0
restaurant,-9341893.841008546,4296420.561132884,35.9694646,-83.9196602,3,0
theatre,-9341881.373225577,4296329.795422164,35.9688047,-83.9195482,3,0
restaurant,-9341860.478557156,4296364.442828517,35.9690566,-83.9193605,3,0
parking,-9341664.010787854,4296601.517130798,35.9707802,-83.9175956,3,0
parking,-9341914.813600611,4296720.345075858,35.9716441,-83.9198486,3,0
parking,-9341947.663982345,4296703.027668507,35.9715182,-83.9201437,3,0
food_court,-9342067.243379356,4296598.119707804,35.9707555,-83.9212179,3,0
cafe,-9342224.148201628,4296535.219432809,35.9702982,-83.9226274,3,0
marketplace,-9341997.323607188,4296542.729483662,35.9703528,-83.9205898,3,0
parking,-9341909.537056748,4296387.16520505,35.9692218,-83.9198012,3,0
parking,-9341916.962066785,4296437.162853514,35.9695853,-83.9198679,3,0
parking,-9342041.806875708,4296369.848329035,35.9690959,-83.9209894,3,0
parking,-9342059.495542796,4296356.589039936,35.9689995,-83.9211483,3,0
parking,-9341727.696668537,4296210.105232583,35.9679345,-83.9181677,3,0
parking,-9341887.139575202,4296048.2738700565,35.9667579,-83.9196,3,0
bar,-9341698.018892292,4295715.472212454,35.9643382,-83.9179011,3,0
restaurant,-9341725.448014824,4295702.268736738,35.9642422,-83.9181475,3,0
waste_basket,-9341795.479106482,4295729.390893819,35.9644394,-83.9187766,3,0
waste_basket,-9341782.643969193,4295692.957545284,35.9641745,-83.9186613,3,0
waste_basket,-9341867.436025329,4295804.623600888,35.9649864,-83.919423,3,0
bar,-9341798.16190621,4295906.140443588,35.9657245,-83.9188007,3,0
bar,-9341661.116481092,4295741.329065564,35.9645262,-83.9175696,3,0
restaurant,-9341837.880700525,4295672.052092818,35.9640225,-83.9191575,3,0
ice_cream,-9341774.673493652,4295953.28881355,35.9660673,-83.9185897,3,0
restaurant,-9341877.187612724,4295882.62135073,35.9655535,-83.9195106,3,0
bank,-9341951.882991048,4295890.227227233,35.9656088,-83.9201816,3,0
bar,-9341888.675784174,4295780.9671907555,35.9648144,-83.9196138,3,0
parking,-9342065.851885721,4295691.032041401,35.9641605,-83.9212054,3,0
parking,-9342094.817217225,4295585.03357929,35.9633898,-83.9214656,3,0
parking,-9342150.35451118,4295590.411184933,35.9634289,-83.9219645,3,0
parking,-9342144.677217152,4295551.887782317,35.9631488,-83.9219135,3,0
cafe,-9341672.315221868,4295634.009774005,35.9637459,-83.9176702,3,0
pub,-9341655.00504105,4295703.272750473,35.9642495,-83.9175147,3,0
cafe,-9341618.570171714,4295625.345056248,35.9636829,-83.9171874,3,0
cafe,-9341573.185215317,4295533.980841974,35.9630186,-83.9167797,3,0
cafe,-9341559.459522102,4295518.150691188,35.9629035,-83.9166564,3,0
bank,-9341514.965121632,4295436.345900871,35.9623087,-83.9162567,3,0
bank,-9341500.8275463,4295428.03892569,35.9622483,-83.9161297,3,0
bar,-9341695.903821968,4295791.956412077,35.9648943,-83.9178821,3,0
restaurant,-9341672.315221868,4295769.262788286,35.9647293,-83.9176702,3,0
cafe,-9341744.550439443,4295796.440127601,35.9649269,-83.9183191,3,0
pharmacy,-9341762.762308137,4295946.012986977,35.9660144,-83.9184827,3,0
pub,-9341707.625764348,4295908.451094056,35.9657413,-83.9179874,3,0
bar,-9341888.49767299,4295931.39257894,35.9659081,-83.9196122,3,0
restaurant,-9342986.35275509,4293938.249910337,35.9514153,-83.9294744,3,0
bicycle_parking,-9343019.48143555,4293935.155850557,35.9513928,-83.929772,3,0
parking,-9344166.216906058,4293478.89481408,35.9480748,-83.9400733,3,0
charging_station,-9351299.202521771,4291798.017358028,35.93585,-84.00415,0,-1
veterinary,-9350741.792435521,4299354.7696004985,35.9907944,-83.9991427,4,-1
charging_station,-9362720.771520298,4288640.860006285,35.9128833,-84.1067517,2,3
atm,-9349451.3435024,4296829.710849536,35.9724392,-83.9875504,4,9
bank,-9349407.060608963,4296739.9595833095,35.9717867,-83.9871526,4,9
fast_food,-9349474.052678522,4296727.098734664,35.9716932,-83.9877544,4,9
loading_dock,-9349574.162296593,4296639.796670625,35.9710585,-83.9886537,4,9
restaurant,-9349399.891633755,4296740.042112868,35.9717873,-83.9870882,4,9
loading_dock,-9349504.776857981,4296555.273756012,35.970444,-83.9880304,4,9
loading_dock,-9349886.725162841,4296486.417983464,35.9699434,-83.9914615,4,9
loading_dock,-9349816.61614754,4296647.444341898,35.9711141,-83.9908317,4,9
loading_dock,-9349783.799161654,4296490.37931052,35.9699722,-83.9905369,4,9
loading_dock,-9349081.807320764,4296724.2102039065,35.9716722,-83.9842308,4,9
loading_dock,-9350204.698156342,4297072.613820931,35.9742051,-83.9943179,4,9
parking_entrance,-9341362.924961107,4295403.599401445,35.9620706,-83.9148909,3,0
parking_entrance,-9341334.56075485,4295344.529422218,35.9616411,-83.9146361,3,0
parking_entrance,-9341332.28983724,4295339.798336497,35.9616067,-83.9146157,3,0
loading_dock,-9355055.489495456,4289944.029793209,35.922364,-84.0378933,0,-1
loading_dock,-9354787.242918493,4290054.702023874,35.9231691,-84.0354836,0,-1
loading_dock,-9355112.407151101,4290229.819658731,35.924443,-84.0384046,0,-1
loading_dock,-9355238.042328408,4290351.478519185,35.925328,-84.0395332,0,-1
loading_dock,-9354960.467178116,4290511.822853031,35.9264944,-84.0370397,0,-1
parking_entrance,-9342951.721261503,4293932.996884921,35.9513771,-83.9291633,3,0
loading_dock,-9352038.675635213,4297323.03281704,35.9760256,-84.0107928,4,-1
parking_entrance,-9342912.926418962,4294347.636169761,35.9543923,-83.9288148,3,0
restaurant,-9349404.144038303,4296734.663937905,35.9717482,-83.9871264,4,9
bank,-9349401.015960611,4296778.088306465,35.9720639,-83.9870983,4,9
device_charging_station,-9343850.25879534,4292926.553075179,35.9440579,-83.937235,3,0
loading_dock,-9350840.343580723,4299562.507253312,35.9923043,-84.000028,4,-1
loading_dock,-9349133.715599319,4300976.134187552,36.0025782,-83.9846971,4,-1
loading_dock,-9342399.07564946,4295650.830349006,35.9638682,-83.9241988,3,0
parking_entrance,-9341468.990171934,4295157.171750945,35.9602788,-83.9158437,3,0
parking_entrance,-9341609.542161008,4295087.760975794,35.9597741,-83.9171063,3,0
parking_entrance,-9342706.695930319,4293894.355598,35.9510961,-83.9269622,3,0
parking_entrance,-9342731.865267187,4293932.666851995,35.9513747,-83.9271883,3,0
parking_entrance,-9341165.655691471,4295981.346867156,35.9662713,-83.9131188,3,0
parking_entrance,-9341150.237941997,4296002.362946948,35.9664241,-83.9129803,3,0
parking_entrance,-9341009.975383596,4296000.2585863415,35.9664088,-83.9117203,3,0
parking_entrance,-9341024.725216128,4295991.043417242,35.9663418,-83.9118528,3,0
parking_entrance,-9341103.083005697,4296030.9987965245,35.9666323,-83.9125567,3,0
parking_entrance,-9343533.855406659,4294381.287113819,35.954637,-83.9343927,3,0
parking_entrance,-9343490.518728893,4294326.994591989,35.9542422,-83.9340034,3,0
parking_entrance,-9343465.661086598,4294341.805367001,35.9543499,-83.9337801,3,0
parking_entrance,-9343530.393370494,4294306.84811986,35.9540957,-83.9343616,3,0
fountain,-9348555.49990024,4302969.165819085,36.0170608,-83.9795029,4,-1
fast_food,-9360467.386727912,4288695.660175917,35.913282,-84.0865092,2,3
loading_dock,-9325418.801274022,4300546.917774164,35.9994589,-83.7716624,1,-1
loading_dock,-9325292.709686799,4300711.719567811,36.0006566,-83.7705297,1,-1
parking_entrance,-9341640.845201822,4295092.0243551815,35.9598051,-83.9173875,3,0
parking_entrance,-9341631.917378658,4295073.389273738,35.9596696,-83.9173073,3,0
restaurant,-9363025.30825126,4287636.802647322,35.9055779,-84.1094874,2,3
parking_entrance,-9342452.141650723,4294091.895151757,35.9525326,-83.9246755,3,0
parking_entrance,-9342407.279895933,4294067.637403625,35.9523562,-83.9242725,3,0
parking_entrance,-9342412.701155134,4293976.946359096,35.9516967,-83.9243212,3,0
parking,-9337842.412668923,4295302.2247870285,35.9613335,-83.8832656,3,12
parking,-9343492.077201765,4301880.80125972,36.0091524,-83.9340174,1,-1
parking,-9345496.195390362,4286409.626674595,35.8966482,-83.9520207,0,-1
parking,-9345371.484164827,4285956.223497629,35.8933487,-83.9509004,0,-1
parking,-9349005.030267961,4292864.086558005,35.9436036,-83.9835411,0,5
parking,-9348884.86087765,4292658.346967193,35.9421073,-83.9824616,0,5
parking,-9341718.34583131,4293703.585166168,35.9497088,-83.9180837,3,0
parking,-9359570.107104324,4289610.219147386,35.9199356,-84.0784488,2,3
fuel,-9342143.74213343,4300028.366414039,35.9956902,-83.9219051,1,-1
parking_entrance,-9342869.522949502,4294299.43587774,35.9540418,-83.9284249,3,0
pharmacy,-9353465.490944559,4301822.205193336,36.0087266,-84.0236101,4,4
atm,-9353690.57895494,4301659.203005007,36.0075421,-84.0256321,4,4
parking,-9347934.99392661,4290899.840083567,35.9293169,-83.9739288,0,-1
parking,-9344898.832738867,4293727.140794718,35.9498801,-83.9466545,3,0
parking_space,-9342761.665494874,4294385.027642034,35.9546642,-83.927456,3,0
parking_space,-9342671.25180445,4294301.649923557,35.9540579,-83.9266438,3,0
parking_space,-9342598.604704758,4294289.465801234,35.9539693,-83.9259912,3,0
parking_space,-9342583.331670621,4294289.768341354,35.9539715,-83.925854,3,0
parking_space,-9342533.91694866,4294169.289281702,35.9530954,-83.9254101,3,0
parking_space,-9342680.17962761,4294084.455553176,35.9524785,-83.926724,3,0
parking_space,-9342661.388897566,4294242.159631907,35.9536253,-83.9265552,3,0
parking_space,-9342197.40925994,4294873.28764652,35.9582146,-83.9223872,3,0
parking_space,-9342181.145482335,4294861.295418659,35.9581274,-83.9222411,3,0
parking_space,-9342027.858543513,4295081.420921155,35.959728,-83.9208641,3,0
parking_space,-9342253.959561262,4295021.486270782,35.9592922,-83.9228952,3,0
parking_space,-9342967.740136229,4294946.135214249,35.9587443,-83.9293072,3,0
restaurant,-9360309.257391242,4289131.404887558,35.9164522,-84.0850887,2,3
cafe,-9360305.016118642,4289121.095918807,35.9163772,-84.0850506,2,3
parking_space,-9343370.661033155,4294593.60538408,35.9561809,-83.9329267,3,0
parking_space,-9343367.677670803,4294586.949317262,35.9561325,-83.9328999,3,0
fast_food,-9360318.58596457,4289151.802929194,35.9166006,-84.0851725,2,3
restaurant,-9367106.30304764,4287237.234110218,35.9026705,-84.1461476,2,7
atm,-9359689.040848287,4281700.252853214,35.8623705,-84.0795172,2,-1
school,-9343758.342291793,4306047.148907699,36.0394221,-83.9364093,1,1
cafe,-9342312.558141217,4298132.102408301,35.9819071,-83.9234216,3,0
prep_school,-9360082.911470613,4288678.465510566,35.9131569,-84.0830554,2,3
restaurant,-9360068.684839688,4288656.226567248,35.9129951,-84.0829276,2,3
dentist,-9360168.705402166,4289233.835332095,35.9171974,-84.0838261,2,3
stripclub,-9359711.794552205,4288963.837248635,35.9152331,-84.0797216,2,3
car_wash,-9359644.99172578,4288870.164888629,35.9145516,-84.0791215,2,3
restaurant,-9359822.568577494,4288567.243759624,35.9123477,-84.0807167,2,3
restaurant,-9359850.565429429,4288539.328543239,35.9121446,-84.0809682,2,3
restaurant,-9359853.70463907,4288546.874303673,35.9121995,-84.0809964,2,3
fast_food,-9325514.168681784,4301536.233958315,36.0066485,-83.7725191,1,-1
fuel,-9325589.465185357,4301485.882554121,36.0062826,-83.7731955,1,-1
fuel,-9325664.717161132,4301377.584479843,36.0054956,-83.7738715,1,-1
fuel,-9325508.201957077,4301335.889321414,36.0051926,-83.7724655,1,-1
weighbridge,-9326118.41087781,4300481.352756949,35.9989824,-83.7779471,1,-1
fast_food,-9333587.714939108,4287960.83583144,35.9079356,-83.845045,3,6
fast_food,-9345809.949375164,4287816.581667996,35.906886,-83.9548392,0,-1
fast_food,-9348536.720302144,4293371.817882767,35.9472961,-83.9793342,0,5
fast_food,-9349202.28840565,4292631.782465383,35.9419141,-83.9853131,0,5
restaurant,-9349599.264841765,4292125.213142581,35.9382298,-83.9888792,0,5
fast_food,-9353320.764474578,4287266.2316768,35.9028815,-84.02231,0,-1
fast_food,-9353127.947984576,4287575.43849869,35.9051314,-84.0205779,0,-1
fast_food,-9352535.026980763,4291461.702585439,35.9334038,-84.0152516,0,-1
fast_food,-9351932.053826932,4291330.462631079,35.9324492,-84.009835,0,-1
dentist,-9351886.379439859,4291332.49734696,35.932464,-84.0094247,0,-1
bar,-9354101.147500886,4291129.660044333,35.9309886,-84.0293203,0,-1
fast_food,-9358262.091955554,4290297.164886805,35.9249329,-84.0666987,0,-1
fast_food,-9368720.925469901,4286772.788834909,35.8992909,-84.160652,2,7
fast_food,-9367332.481989032,4286936.832115008,35.9004846,-84.1481794,2,7
fast_food,-9340085.199845782,4291265.283184046,35.9319751,-83.9034129,3,2
fuel,-9339962.804065654,4291141.66190218,35.9310759,-83.9023134,3,2
fuel,-9340283.927400747,4291443.623658305,35.9332723,-83.9051981,3,2
fuel,-9340401.681158107,4291615.464045143,35.9345222,-83.9062559,3,2
fast_food,-9340257.344306344,4291619.794804448,35.9345537,-83.9049593,3,2
fuel,-9340681.293455081,4292107.449340074,35.9381006,-83.9087677,3,2
fast_food,-9343499.947489763,4293991.0553331245,35.9517993,-83.9340881,3,0
fast_food,-9349258.215317823,4296902.530276408,35.9729686,-83.9858155,4,9
fast_food,-9358311.172719045,4281599.431716727,35.8616365,-84.0671396,2,10
fast_food,-9358275.105204027,4281615.406447631,35.8617528,-84.0668156,2,10
fast_food,-9358018.580569442,4281881.7744601825,35.863692,-84.0645112,2,10
bank,-9358364.77305386,4281726.790669971,35.8625637,-84.0676211,2,10
cafe,-9358278.58950409,4281743.163930799,35.8626829,-84.0668469,2,10
fast_food,-9358720.004680933,4281596.121392791,35.8616124,-84.0708122,2,10
clinic,-9343039.385360504,4305178.585578531,36.0331127,-83.9299508,1,1
restaurant,-9360090.214029208,4288911.523575821,35.9148525,-84.083121,2,3
place_of_worship,-9344382.054266756,4298163.220086356,35.9821333,-83.9420122,3,-1
place_of_worship,-9344080.077884084,4297802.373305977,35.9795102,-83.9392995,3,-1
place_of_worship,-9345554.805102265,4298605.19153954,35.985346,-83.9525472,4,-1
fire_station,-9345565.959315242,4298318.328322184,35.9832608,-83.9526474,4,-1
place_of_worship,-9344532.725197546,4297413.724296115,35.9766849,-83.9433657,3,-1
place_of_worship,-9344404.340428814,4297786.732435435,35.9793965,-83.9422124,3,-1
place_of_worship,-9345688.878296977,4297569.344551073,35.9778162,-83.9537516,3,-1
place_of_worship,-9343844.737348597,4296933.479368468,35.9731936,-83.9371854,3,-1
place_of_worship,-9345889.64299862,4298610.584398498,35.9853852,-83.9555551,4,-1
place_of_worship,-9346698.668529911,4298380.317209049,35.9837114,-83.9628227,4,-1
kindergarten,-9347554.114288861,4296501.493041362,35.970053,-83.9705073,3,-1
place_of_worship,-9348971.422913691,4303027.891947431,36.0174875,-83.9832392,4,-1
fuel,-9345754.300761716,4299237.60506163,35.9899428,-83.9543393,4,-1
ice_cream,-9350669.713065233,4307368.037082348,36.0490163,-83.9984952,4,-1
pharmacy,-9350673.553587668,4307533.396931464,36.0502173,-83.9985297,4,-1
car_wash,-9349999.603126505,4307615.224141295,36.0508116,-83.9924755,4,-1
bank,-9350176.244894497,4307539.083372479,36.0502586,-83.9940623,4,-1
fast_food,-9349865.47427205,4307840.827010077,36.0524501,-83.9912706,4,-1
fast_food,-9349830.00788228,4307875.8967334395,36.0527048,-83.990952,4,-1
place_of_worship,-9344326.394521361,4304035.5618340755,36.0248088,-83.9415122,1,-1
fast_food,-9342943.984556895,4305009.600044846,36.0318851,-83.9290938,1,1
fuel,-9343123.709874779,4305025.719356107,36.0320022,-83.9307083,1,1
dentist,-9343407.552312404,4305388.417078048,36.034637,-83.9332581,1,1
place_of_worship,-9346283.279850017,4303782.964596977,36.0229736,-83.9590912,4,-1
pharmacy,-9342838.910089534,4304807.924846337,36.03042,-83.9281499,1,1
place_of_worship,-9343990.65493713,4306670.7584561845,36.0439518,-83.9384962,1,-1
place_of_worship,-9344599.283121092,4296096.468169515,35.9671083,-83.9439636,3,-1
place_of_worship,-9344167.229913425,4296066.305445071,35.966889,-83.9400824,3,-1
place_of_worship,-9344637.844192702,4301548.550065696,36.006738,-83.94431,1,-1
place_of_worship,-9341970.606929397,4301855.026107454,36.0089651,-83.9203498,1,-1
place_of_worship,-9343982.239183625,4297440.43805383,35.9768791,-83.9384206,3,-1
place_of_worship,-9343806.24306868,4296084.515853274,35.9670214,-83.9368396,3,-1
place_of_worship,-9343665.579760114,4296500.819064786,35.9700481,-83.935576,3,-1
place_of_worship,-9343667.138232986,4296403.863156128,35.9693432,-83.93559,3,-1
place_of_worship,-9344142.561514266,4297475.914355819,35.977137,-83.9398608,3,-1
place_of_worship,-9344316.598406171,4300322.292157906,35.9978264,-83.9414242,1,-1
place_of_worship,-9339408.266022267,4300760.512496919,36.0010112,-83.8973319,1,-1
place_of_worship,-9340007.832799679,4302160.808955597,36.0111871,-83.9027179,1,-1
place_of_worship,-9340919.561693175,4301119.214685238,36.003618,-83.9109081,1,-1
fast_food,-9342733.624115141,4304372.77565267,36.0272587,-83.9272041,1,1
restaurant,-9342701.074296035,4304300.525480906,36.0267338,-83.9269117,1,1
restaurant,-9342698.680926982,4304250.656763357,36.0263715,-83.9268902,1,1
fast_food,-9342796.920377608,4304242.893616251,36.0263151,-83.9277727,1,1
fast_food,-9342784.67523362,4304211.249214185,36.0260852,-83.9276627,1,1
fast_food,-9342799.90373996,4304281.117534316,36.0265928,-83.9277995,1,1
fast_food,-9342832.453559067,4304387.710259547,36.0273672,-83.9280919,1,1
childcare,-9352205.766190894,4297680.974880085,35.9786277,-84.0122938,4,-1
dentist,-9352090.617309617,4297567.693833933,35.9778042,-84.0112594,4,-1
dentist,-9352084.450209828,4297575.067039104,35.9778578,-84.011204,4,-1
parking,-9345498.944981785,4286199.337044421,35.8951179,-83.9520454,0,-1
parking,-9345536.415122386,4286294.965210402,35.8958138,-83.952382,0,-1
drinking_water,-9342424.612340648,4295398.978315818,35.962037,-83.9244282,3,0
drinking_water,-9341857.873681072,4295781.847428349,35.9648208,-83.9193371,3,0
drinking_water,-9336033.637922766,4294582.4110922245,35.9560995,-83.8670171,3,-1
drinking_water,-9340006.51922969,4295341.228664522,35.9616171,-83.9027061,3,-1
toilets,-9340015.146490226,4295341.806297046,35.9616213,-83.9027836,3,-1
loading_dock,-9337808.894370245,4304386.650383542,36.0273595,-83.8829645,1,-1
loading_dock,-9337804.719889339,4304377.194091825,36.0272908,-83.882927,1,-1
loading_dock,-9337806.834959665,4304381.997942045,36.0273257,-83.882946,1,-1
charging_station,-9367490.967548074,4287059.773435578,35.9013792,-84.1496031,2,7
cafe,-9367797.452370126,4286905.774053573,35.9002586,-84.1523563,2,7
toilets,-9367728.74598041,4286906.997134847,35.9002675,-84.1517391,2,7
vending_machine,-9341300.01831686,4293722.575426641,35.9498469,-83.9143258,3,0
bench,-9362188.920389134,4288287.806191601,35.9103146,-84.101974,2,3
bench,-9362184.178178826,4288289.482988015,35.9103268,-84.1019314,2,3
bicycle_parking,-9343644.429056862,4301735.26121395,36.0080948,-83.935386,1,-1
waste_disposal,-9362161.64711389,4288395.3553376505,35.9110971,-84.101729,2,3
drinking_water,-9337812.178295221,4298025.5573647795,35.9811326,-83.882994,3,-1
drinking_water,-9338740.204362169,4298059.5223529115,35.9813795,-83.8913306,3,-1
drinking_water,-9335965.087380338,4290882.3394864695,35.9291896,-83.8664013,3,-1
public_bookcase,-9342620.412193006,4298647.357714802,35.9856525,-83.9261871,1,0
public_bookcase,-9344275.521514067,4297333.8997979425,35.9761046,-83.9410552,3,-1
public_bookcase,-9341896.568336071,4298222.264130933,35.9825625,-83.9196847,3,0
public_bookcase,-9342412.634363439,4295403.599401445,35.9620706,-83.9243206,3,0
public_bookcase,-9344350.806885693,4297487.029095452,35.9772178,-83.9417315,3,-1
public_bookcase,-9339883.53345626,4298351.179911881,35.9834996,-83.9016013,1,-1
public_bookcase,-9346280.91987681,4298193.030960616,35.98235,-83.95907,4,-1
public_bookcase,-9345776.642583517,4298341.605066427,35.98343,-83.95454,4,-1
public_bookcase,-9341175.919348523,4300722.232182613,36.000733,-83.913211,1,-1
public_bookcase,-9339499.002539212,4298945.13949471,35.987817,-83.898147,1,-1
public_bookcase,-9343011.800390685,4300060.535223208,35.995924,-83.929703,1,-1
public_bookcase,-9349553.935545115,4300566.745594008,35.999603,-83.988472,4,-1
public_bookcase,-9342988.979895072,4305260.94564425,36.033711,-83.929498,1,1
public_bookcase,-9336862.956997229,4303230.277256051,36.018958,-83.874467,1,-1
